School Name,Rk,Gtm,Score Tm_adv,Score OT_adv,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,_bas,Type_bas,Score Rslt_bas,Score OT_bas,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
STONY BROOK,30,30,65.4,,22.4,52.8,0.4226,8.8,21.4,0.411,13.6,31.4,0.4258,0.505,11.8,16.8,0.6944,6.4,19.8,26.2,11.4,4.2,1.6,9.4,14.2,26.8,58.4,0.4612,8.6,25.6,0.3382,18.2,32.8,0.5622,0.5354,9,11.8,0.7294,9.2,24.6,33.8,14.4,6,3,7.6,15,,,,,103.66,112.7,63.12,0.3194,0.403,0.5358,44.08,52.54,6.58,5.1,0.505,13.6,20.6,0.2274,0.5354,10.68,79.4,0.1614
SYRACUSE,31,31,74.6,,26.8,55.8,0.4798,5.8,17.4,0.3308,21,38.4,0.5392,0.5326,15.2,21,0.721,8.4,21.6,30,14.8,4.6,2.6,12.6,18.8,28,53.6,0.5196,4.8,13.8,0.337,23.2,39.8,0.5828,0.564,15.8,23.4,0.6846,6.6,19,25.6,13.2,8.6,3.4,10,17.8,,,,,107.5,110.52,67.24,0.3734,0.3148,0.566,54.44,55.26,6.76,6.54,0.5326,16.16,31.48,0.271,0.564,13.48,68.52,0.2958
TARLETON STATE,30,30,57.8,,21.4,52,0.4124,2.8,11.4,0.235,18.6,40.6,0.4598,0.439,12.2,18.8,0.6278,8.4,20.8,29.2,10.6,6.2,3.8,12.8,17.6,21,50.8,0.4172,6.6,22.4,0.2768,14.4,28.4,0.5082,0.482,14,21.2,0.647,7.8,21.4,29.2,13,5,4.6,13.6,19.8,,,,,87.28,94.9,66,0.3612,0.2208,0.4742,50.02,48.2,9.4,13.02,0.439,17.42,26.94,0.2346,0.482,18.26,73.06,0.2804
TCU,30,30,65,,23.2,60.2,0.382,5.2,19.2,0.2652,18,41,0.4336,0.4248,13.4,21.2,0.6382,12.6,20.8,33.4,10.6,8.6,4.6,11.6,17.4,24.6,56.4,0.4404,8.4,23.4,0.3598,16.2,33,0.4988,0.5164,13.8,17.8,0.7726,9.4,24.6,34,16.2,7.4,4.4,12.6,15.4,,,,,94.16,104.1,68.68,0.3508,0.318,0.4598,49.52,45.36,12.64,13.06,0.4248,14.3,33.6,0.2242,0.5164,16.5,66.4,0.246
TEMPLE,30,30,71,,23,53,0.4362,5.8,16.8,0.3634,17.2,36.2,0.4756,0.4918,19.2,27.2,0.7162,9,22.8,31.8,10.4,3.8,3.4,8.6,18,26,57.4,0.4534,5.2,16.8,0.2938,20.8,40.6,0.5144,0.4978,15.6,21.2,0.7386,8.4,20.4,28.8,14.4,6.4,3,6.4,18.8,,,,,108.56,111.04,65.5,0.5312,0.3176,0.5404,53.28,45.92,5.72,8.34,0.4918,11.62,30.8,0.3732,0.4978,8.6,69.2,0.2804
TENNESSEE,36,36,69.8,,22.6,52.2,0.4312,7.8,24.8,0.32,14.8,27.4,0.5322,0.5072,16.8,22,0.7676,9.2,20.2,29.4,14.8,6.8,3,9.2,14.4,24.2,57.2,0.4232,8.4,23.2,0.364,15.8,34,0.461,0.4968,10.8,13.6,0.7854,9.2,19.6,28.8,11.8,6.6,2.4,8.6,19.4,,,,,110.86,107.9,62.86,0.4246,0.478,0.5564,51.02,67.18,10.78,8.98,0.5072,12.78,32.06,0.325,0.4968,12.04,67.94,0.1892
TENNESSEE STATE,31,31,70,,24.8,52.6,0.4716,5.6,16.8,0.3314,19.2,35.8,0.5362,0.5244,14.8,20.4,0.7376,7.2,25.2,32.4,11,6.2,3.4,12.2,15.8,23.2,58.6,0.3944,6.4,22.6,0.28,16.8,36,0.475,0.4474,12.6,18,0.7122,8.8,21,29.8,11,7,2.8,9.4,16.8,,,,,103.82,97.1,67.52,0.4062,0.3178,0.5624,52.06,44.48,9.28,9.3,0.5244,16.32,25.32,0.2936,0.4474,12.3,74.68,0.2226
TENNESSEE TECH,30,30,71.6,,24.2,59,0.4124,10.6,31.8,0.3268,13.6,27.2,0.4914,0.5026,12.6,18.6,0.6872,7.6,24.8,32.4,14.6,9.4,2.6,10.6,13.4,27.2,61.2,0.4452,8,24.2,0.3288,19.2,37,0.5166,0.5112,11.2,15,0.7554,9.4,26.4,35.8,11.8,6.4,3.4,11.6,14,,,,,101.42,104.28,69.1,0.3164,0.5388,0.5306,47.28,60.58,13.24,7.32,0.5026,13.62,22.24,0.216,0.5112,14.54,77.76,0.1818
TENNESSEE-MARTIN,31,31,67.8,,24.6,59.2,0.4144,8.6,27,0.3122,16,32.2,0.4986,0.4866,10,14.6,0.6894,12.6,22.6,35.2,14.6,7,2.6,10.4,14.4,23,54.4,0.4226,10.6,27.2,0.3896,12.4,27.2,0.4558,0.5192,11.8,16.4,0.7276,8.8,22.6,31.4,14.4,7.4,4.6,9.8,13,,,,,106.52,108.14,61.98,0.246,0.455,0.5106,52.22,58.5,10.98,10,0.4866,13.62,35.94,0.1698,0.5192,13.56,64.06,0.219
TEXAS,33,33,79.4,,26.2,58.8,0.4476,6.6,18.4,0.3522,19.6,40.4,0.4882,0.503,20.4,26.6,0.7734,8.6,23.8,32.4,10.4,5.4,4.2,9.2,21.8,26.2,60,0.442,8,23.8,0.3216,18.2,36.2,0.5098,0.5076,20.8,29.8,0.6944,10,22.8,32.8,12.4,6,4,8.2,21,,,,,110,113.14,68.8,0.4552,0.3126,0.557,49.96,39.24,7.32,11.4,0.503,11.62,27.92,0.3494,0.5076,9.76,72.08,0.3464
TEXAS A&M,32,32,79.4,,26.6,64,0.4196,7.6,24.6,0.3026,19,39.4,0.4894,0.478,18.6,27.4,0.6756,15.6,24.2,39.8,11.4,6.8,3.2,10.2,19.4,25.2,59,0.4256,7.8,22.6,0.3482,17.4,36.4,0.474,0.4928,17.8,23.2,0.7616,8.4,22.6,31,14.6,6.8,5.4,9.6,22,,,,,111.96,105.78,68.02,0.4276,0.3802,0.5184,56.7,42.36,9.72,8.64,0.478,11.8,40.8,0.2904,0.4928,12.52,59.22,0.296
TEXAS A&M-CORPUS CHRISTI,32,32,71.4,,27,52.8,0.5066,6.8,19.2,0.352,20.2,33.6,0.599,0.5706,10.6,17.2,0.6236,7.4,25,32.4,14.4,6.2,3.2,10,16.8,19.4,51.8,0.3772,6.4,18.8,0.3278,13,33,0.3936,0.4404,15,22.2,0.6652,8,17.8,25.8,9.4,7,2.2,9.2,13.6,,,,,111.84,94.66,63.56,0.3318,0.362,0.5828,55.62,52.26,9.76,9.32,0.5706,14.12,29.38,0.2034,0.4404,12.88,70.62,0.2968
TEXAS SOUTHERN,30,30,73.4,,27.4,60,0.461,9.6,25.8,0.3956,17.8,34.2,0.5154,0.5418,9,13.4,0.7058,11.4,25.4,36.8,12.4,6.2,3.2,15.6,16.6,24,62.6,0.3814,6,22.2,0.2424,18,40.4,0.4404,0.4288,12.8,19.4,0.6394,12.4,19.4,31.8,12.6,8.6,3,10.8,12.4,,,,,104.7,94.64,70.46,0.2266,0.4278,0.555,53.82,44.62,8.78,8.48,0.5418,19.04,37.44,0.151,0.4288,13.1,62.56,0.2072
TEXAS STATE,30,30,81,,28.6,62.2,0.4576,6.8,18.4,0.369,21.8,43.8,0.4968,0.5108,17,22.4,0.7666,12.6,24.6,37.2,16.4,7.8,3.8,9.4,17.6,24.2,60.2,0.399,8.4,25.2,0.3418,15.8,35,0.4516,0.4692,20.4,25.4,0.8074,11.2,19,30.2,11.4,6.8,4.4,9.6,17.8,,,,,115.16,109.7,65.54,0.378,0.2888,0.5534,54.74,58.82,11.18,10.78,0.5108,11.54,38.94,0.287,0.4692,11.78,61.06,0.3426
TEXAS TECH,35,35,80.6,,29.2,67.4,0.4392,8.4,29.4,0.2734,20.8,38,0.557,0.5004,13.8,19.8,0.701,12.6,22.6,35.2,14,4.6,4,6.2,16,26.4,60,0.4402,8.4,21.6,0.403,18,38.4,0.468,0.5104,16.6,19.8,0.8266,9.4,26,35.4,14,3.4,3.2,9,17,,,,,116.06,111.62,68.02,0.3124,0.4312,0.5296,49.96,49,6.48,10.28,0.5004,7.32,31.36,0.2196,0.5104,11.32,68.64,0.2768
TEXAS-RIO GRANDE VALLEY,29,29,74.8,,28.4,63.6,0.4456,10.6,29.8,0.3486,17.8,33.8,0.526,0.5284,7.4,9,0.7856,7.2,24,31.2,17,8,4,13.6,15,29.8,67.6,0.4398,8.6,21.6,0.3988,21.2,46,0.4586,0.5038,14.4,19.8,0.7498,13.2,23,36.2,15.2,8,3.2,10.4,11,,,,,101,110.72,74.26,0.1432,0.4648,0.5498,46.16,59.64,10.8,8.98,0.5284,16.6,23.38,0.1188,0.5038,11.88,76.62,0.2212
THE CITADEL,28,28,59.4,,20.6,55.4,0.3752,5.6,22.8,0.2506,15,32.6,0.4588,0.4262,12.6,19.2,0.6782,9.4,21,30.4,9.4,6.4,1.4,10.6,15.2,28.2,55.8,0.5098,9,23.2,0.3882,19.2,32.6,0.597,0.59,10,16.4,0.6204,7.8,25.6,33.4,17.4,8.4,5,9.6,15.8,,,,,92.1,115.72,65.56,0.3476,0.4122,0.4642,47.94,47.9,9.58,4,0.4262,13.96,27.72,0.2302,0.59,13.14,72.28,0.179
TOLEDO,31,31,87.4,,31,60.6,0.5126,4.8,14.8,0.327,26.2,45.8,0.5734,0.552,20.6,25.4,0.816,9,18,27,13,6.2,2.4,8.6,18.6,32,59.4,0.5426,9.8,20.4,0.472,22.2,39,0.5786,0.6274,16.2,20.2,0.7748,7,19.4,26.4,14.2,5.4,3.2,11,19.4,,,,,120.56,124.54,70.82,0.4156,0.2448,0.6028,49.72,41.64,8.58,5.68,0.552,10.6,30.9,0.3378,0.6274,13.78,69.1,0.2738
TOWSON,31,31,78.6,,28,59.2,0.4762,9.6,22.2,0.4378,18.4,37,0.4974,0.558,13,19.6,0.656,12,20,32,11.2,5,3.2,7.8,16.8,26.6,53.8,0.4952,9.4,21.8,0.4292,17.2,32,0.538,0.584,11.4,18,0.6196,6.4,20.4,26.8,12,4.4,2.2,8.6,14,,,,,122.28,114.82,64.46,0.3384,0.3736,0.5768,54.22,40.4,7.66,10.22,0.558,10.18,36.14,0.2244,0.584,12.12,63.86,0.2192
TROY,32,32,75,,24.4,59.6,0.4124,6.8,24.4,0.2762,17.6,35.2,0.503,0.4702,19.4,25.2,0.737,9.8,25.8,35.6,11.2,8.6,5,8.6,16.4,22.8,61.4,0.3728,8,26.6,0.3042,14.8,34.8,0.426,0.4378,13.2,19.2,0.6804,9.6,23.2,32.8,12.2,4.8,4.4,11,19.4,,,,,105.24,93.8,71.14,0.4262,0.4108,0.5244,52.12,46.18,12.08,14.34,0.4702,10.82,29.96,0.3284,0.4378,13.48,70.04,0.2142
TULANE,32,31.5,77.25,,28.25,57.5,0.4905,8,20.75,0.38475,20.25,36.75,0.554,0.55825,12.75,17.75,0.6955,6.25,22.75,29,17.25,7.25,4.25,8.75,17.5,25.75,63.25,0.40925,8.5,27,0.315,17.25,36.25,0.476,0.47725,13.75,20.25,0.745,13,21.75,34.75,15.5,4.75,6,9.5,14.5,,,,,112.7,107.2,68.9,0.316,0.35425,0.585,45.825,60.8,10.45,11.975,0.55825,11.575,21.975,0.2275,0.47725,11.6,78.025,0.21325
TULSA,32,32,72.2,,25.2,54,0.4606,7,20.6,0.3338,18.2,33.4,0.5308,0.5262,14.8,20.4,0.7084,6.2,22,28.2,13.2,5.8,2.8,9.2,17.2,25.4,58.2,0.4376,5.6,18.6,0.3048,19.8,39.6,0.5052,0.4866,17.8,23.2,0.7758,9.6,22.8,32.4,11.6,6.6,2.6,8.6,16.8,,,,,106.9,110.18,67.46,0.3908,0.3894,0.5658,46.44,51.5,8.6,7.22,0.5262,12.6,21.4,0.2868,0.4866,11,78.6,0.3118
UAB,35,35,74.4,,26.4,66.8,0.3966,6,20.2,0.2906,20.4,46.6,0.4388,0.4414,15.6,20.2,0.785,12.6,26.8,39.4,14,5.6,3.6,10,16.6,27.6,68,0.4052,6.8,22.6,0.3178,20.8,45.4,0.4576,0.4548,12,17,0.725,11.8,27,38.8,14.6,6.2,4.6,10.2,15.6,,,,,100.76,99.5,72.3,0.3056,0.3022,0.4874,50.16,52.58,7.52,8.06,0.4414,11.44,31.98,0.2354,0.4548,11.8,68.02,0.177
UC DAVIS,30,30,64.8,,22,56.2,0.392,7,20.6,0.3372,15,35.6,0.421,0.4546,13.8,17.6,0.7848,8.4,16.6,25,10.6,7.8,3.6,11,17.2,26.6,52,0.5092,7.8,19.2,0.3986,18.8,32.8,0.564,0.5828,16,20.2,0.767,6.2,25.2,31.4,13.8,5.8,1.6,13,17.2,,,,,95.42,113.32,67.78,0.3124,0.3676,0.5026,44.24,47.28,11.68,10.92,0.4546,14.6,24.96,0.2448,0.5828,17.44,75.04,0.3204
UC IRVINE,36,35.5,72.5,,25.25,61,0.4135,8.75,25.75,0.343,16.5,35.25,0.46675,0.4855,13.25,16.25,0.8345,7.75,25,32.75,14,6.5,3.75,11,15.5,26.25,63.5,0.41525,7.5,21.5,0.35375,18.75,42,0.46075,0.47675,11.25,16,0.71425,11,27.25,38.25,15,6.25,2.25,11.75,16.5,,,,,100.85,99.175,69.625,0.26425,0.42675,0.5275,45.95,56.625,9.225,9.325,0.4855,13.9,22.325,0.21725,0.47675,14.275,77.675,0.17875
UC RIVERSIDE,32,32,77,,26.8,61,0.4388,8.4,26.4,0.3222,18.4,34.6,0.5344,0.507,15,18.4,0.8424,7.6,24,31.6,13.2,5.8,2.6,9.2,18,28.2,62,0.456,11.4,26,0.4268,16.8,36,0.4706,0.5486,14.4,18.8,0.8136,9,23.4,32.4,16.4,4.6,2.2,9.6,16.2,,,,,107.38,114.94,71.44,0.3038,0.4326,0.549,49.06,49.14,8.04,6.56,0.507,11.66,24.8,0.2468,0.5486,11.88,75.2,0.23
UC SAN DIEGO,33,33,69.4,,23.2,54.8,0.4246,9.2,28.6,0.3238,14,26.2,0.5356,0.5092,13.8,18.2,0.757,7,24,31,14,6.8,2.4,7.6,17.6,19.4,55.6,0.3502,7.8,27.2,0.2986,11.6,28.4,0.411,0.4208,13.4,17.4,0.7782,10,22.8,32.8,11.2,4.4,3,12.8,15.6,,,,,106.26,91.74,65.36,0.3388,0.522,0.549,48.74,59.84,10.38,8.9,0.5092,10.5,22.94,0.257,0.4208,16.66,77.06,0.2456
UC SANTA BARBARA,32,32,73,,22.6,57,0.3968,10.8,32.8,0.3278,11.8,24.2,0.4838,0.4914,17,21.4,0.7878,6.2,18.4,24.6,13.4,6.2,4.2,10.6,19,28,57.2,0.4878,5.6,18,0.3192,22.4,39.2,0.5732,0.537,19.8,22.4,0.8758,7.8,26,33.8,13.2,5,2.4,10.4,19.6,,,,,102.18,114.18,71,0.3862,0.5762,0.5448,41.92,60.02,8.54,11.3,0.4914,13.6,18.98,0.3068,0.537,12.8,81.02,0.3468
UCF,32,31.5,82.25,,26.5,59,0.451,10.5,27.5,0.3795,16,31.5,0.5115,0.53975,18.75,24.25,0.757,10.25,27.5,37.75,14,8.75,5,15.75,16.5,28.25,69,0.408,8.75,28.75,0.3005,19.5,40.25,0.48825,0.471,12.75,17.75,0.71475,13,23,36,17.5,8.75,4,12.5,18.75,,,,,107.5,101.525,74.05,0.417,0.4655,0.5835,51.375,53,11.425,12.65,0.53975,18.3,30.825,0.32275,0.471,13.8,69.2,0.18275
UCLA,32,32,72.6,,26.2,58.6,0.4492,8.6,24.4,0.356,17.6,34.2,0.5114,0.523,11.2,15,0.7714,10.4,20.8,31.2,18.4,7.6,4.6,9.8,15.4,23,53.8,0.4294,9.4,24.6,0.3814,13.6,29.2,0.461,0.5166,11,14.2,0.7606,8.8,20.4,29.2,14.8,5.8,3,12.6,14.6,,,,,111.86,102.38,64.74,0.2514,0.4166,0.5582,51.34,68.48,11.7,15.6,0.523,13.2,32.24,0.19,0.5166,17.06,67.76,0.2112
UNC ASHEVILLE,30,30,76.6,,28.6,60,0.4754,8,24.2,0.324,20.6,35.8,0.5794,0.5428,11.4,15.8,0.707,8,20.2,28.2,12.4,8.6,4.6,11,18.4,27.6,57.8,0.4758,9.6,22.2,0.432,18,35.6,0.5054,0.5578,14.2,21.2,0.6642,10.4,23,33.4,15.2,5.2,2.2,13.8,17.2,,,,,107.64,110.64,70.88,0.2728,0.4058,0.57,45.46,43.9,12.18,12.94,0.5428,13.86,25.08,0.1964,0.5578,17.1,74.92,0.2452
UNC GREENSBORO,30,30,71,,23.8,56.8,0.4164,7.8,22.8,0.319,16,34,0.4714,0.4836,15.6,21.2,0.7988,8.2,22.8,31,12,5.4,2.4,7.8,19,23.4,54.2,0.4342,7.4,23,0.3172,16,31.2,0.5132,0.5022,18.8,26,0.721,8.8,24.6,33.4,8.2,5.6,2.6,8.2,17.8,,,,,105.46,109.8,66.2,0.3774,0.3992,0.5216,47.68,48.1,8.36,7.58,0.4836,10.66,25.14,0.2756,0.5022,11.08,74.86,0.3472
UNC WILMINGTON,33,33,76.6,,26.4,58.2,0.4538,6.4,22,0.2934,20,36.2,0.55,0.5078,17.4,20.8,0.831,8.8,26.6,35.4,14.8,6.2,4.6,9.2,17,23.4,60.4,0.3882,9.4,30,0.3128,14,30.4,0.4596,0.4664,12.6,18,0.7082,9.6,21,30.6,13.2,5.4,2.8,8.8,17,,,,,112.24,100.66,68.3,0.3794,0.3726,0.563,53.76,56,9.14,14.56,0.5078,11.84,29.84,0.318,0.4664,11.48,70.16,0.2096
UT ARLINGTON,29,29,68,,24.8,59.2,0.4206,8.2,28,0.2946,16.6,31.2,0.537,0.4906,10.2,18.4,0.5462,11.8,22.4,34.2,14,4.2,4.2,13.6,16.8,27.6,62.2,0.4398,5.8,18.6,0.2992,21.8,43.6,0.4996,0.4854,15,19.6,0.7828,11.6,22.6,34.2,16,9.2,3,10.2,17.4,,,,,97.3,108.02,69.9,0.3194,0.475,0.5014,50,57.2,5.98,9.64,0.4906,16.7,34.02,0.1776,0.4854,12.58,65.98,0.2452
UTAH,31,31,79.6,,27.2,63.4,0.4302,9,29,0.3088,18.2,34.4,0.5212,0.502,16.2,24.2,0.6666,12.4,24.8,37.2,15.4,6.8,2.6,11.2,19.8,28,59,0.476,9.4,24.8,0.3856,18.6,34.2,0.5554,0.556,15,21,0.713,6.6,22.6,29.2,12.8,5.6,2.4,10.2,18.6,,,,,108.84,109.86,73.14,0.397,0.461,0.5336,55.88,55.92,9.38,7.1,0.502,12.9,34.28,0.2668,0.556,12.88,65.72,0.2562
UTAH STATE,32,32,68.4,,24,57.4,0.4216,8.2,28.4,0.2926,15.8,29,0.5508,0.494,12.2,16.8,0.7522,12.4,18.6,31,12,7.2,1,9.8,20.4,22.6,49.4,0.4618,8.6,21.8,0.4042,14,27.6,0.5412,0.5498,16.8,22.8,0.7688,9.2,19.4,28.6,15,5,3.4,11,15.8,,,,,110.22,112.46,62.4,0.29,0.4928,0.5278,52.02,49.48,11.58,3.06,0.494,13.02,39.18,0.2122,0.5498,15.76,60.82,0.3408
UTAH TECH,31,31,63.8,,21.6,55.6,0.394,7,21.6,0.323,14.6,34,0.4444,0.4558,13.6,17.6,0.7556,7.2,21,28.2,11.6,6.4,3.6,12.2,21.4,24.2,53,0.4584,4,14.8,0.2716,20.2,38.2,0.535,0.4964,19.6,28.6,0.6986,9.2,25.8,35,12.8,7.2,3,10.8,16.2,,,,,92.96,104.9,68.58,0.3292,0.3876,0.5038,44.96,53.62,9.22,9.22,0.4558,16.16,21.12,0.26,0.4964,13.94,78.88,0.3708
UTAH VALLEY,32,32,73,,23.8,52.4,0.4556,4.8,17.4,0.2712,19,35,0.5496,0.5004,20.6,28.6,0.7314,7.8,25,32.8,12.6,5.2,3.4,13,19.4,23.6,57.6,0.411,6.6,20.4,0.3194,17,37.2,0.461,0.467,15.4,21.2,0.7052,7.2,20.4,27.6,12,7.2,3.6,10,21.8,,,,,103.22,97.32,70.84,0.5528,0.3322,0.5552,54.44,52.86,7.34,8.84,0.5004,16.56,27.68,0.3994,0.467,12.88,72.32,0.2744
UTEP,31,31,71.8,,25,61.2,0.407,7.2,22.8,0.3064,17.8,38.4,0.461,0.4658,14.6,19.8,0.748,8.4,21.4,29.8,9.8,8.8,2.6,11.6,16.2,27.4,58,0.4792,8.8,23.6,0.4014,18.6,34.4,0.549,0.5564,13.8,20.4,0.6716,8.6,25,33.6,15.4,7,4.4,12.6,15.2,,,,,98.82,107.06,70.92,0.322,0.3726,0.5076,47.16,38.06,12.18,7.18,0.4658,14.06,25.78,0.2382,0.5564,15.82,74.24,0.2542
UTSA,29,29,78.2,,27.6,61.8,0.4478,10.8,26,0.4218,16.8,35.8,0.4752,0.5352,12.2,17.6,0.7032,8.8,20.8,29.6,13.6,8.4,4.2,8.8,19.2,25.2,57.4,0.4428,7.2,20.4,0.3674,18,37,0.4966,0.507,17.8,25.6,0.6838,11,24.6,35.6,12.6,6.4,4.6,12.8,15.8,,,,,110.68,106.3,69.06,0.2864,0.4204,0.5584,45.34,49.7,11.76,11.14,0.5352,11.04,26.28,0.198,0.507,15.44,73.72,0.314
VALPARAISO,32,32,66.8,,25.2,61.6,0.41,8.6,23.2,0.3722,16.6,38.4,0.4294,0.4814,7.8,10.4,0.7456,7.4,24,31.4,13.4,6.2,5.2,7.8,14.4,24.8,55.8,0.445,6.2,17.8,0.3652,18.6,38,0.4884,0.5004,11.4,18,0.6612,6.8,27,33.8,14.8,6,4.6,10.8,12.4,,,,,98.94,99.42,67.64,0.1694,0.3792,0.5034,47.88,53.3,8.94,13.78,0.4814,10.4,20.96,0.1252,0.5004,14.12,79.04,0.2104
VANDERBILT,31,31,74,,25,59.6,0.4166,7.4,24.6,0.294,17.6,35,0.4956,0.479,16.6,21.8,0.7372,9.4,21,30.4,12,7.8,3.4,10.4,22,26,56,0.4622,7.2,21,0.3432,18.8,35,0.5316,0.5268,20.8,28,0.7318,8.4,25,33.4,9.2,5.6,4.8,11.6,18.4,,,,,102.68,111.02,70.02,0.363,0.4148,0.5252,47.92,48.14,10.82,9.52,0.479,12.54,27.9,0.275,0.5268,14.2,72.1,0.3792
VERMONT,31,31,67,,23.8,52,0.4612,7.6,23.4,0.33,16.2,28.6,0.569,0.5352,11.8,16.8,0.7046,7,28.2,35.2,12,2.2,6.2,10.8,12.6,22.4,57.8,0.3892,7.2,21,0.3472,15.2,36.8,0.4132,0.4522,11,16.4,0.6942,7,21.2,28.2,10.8,6.4,2.8,5.8,15,,,,,104.64,98.38,64.1,0.3248,0.4508,0.5618,55.52,49.9,3.42,17.28,0.5352,15.32,23.66,0.2282,0.4522,8.12,76.34,0.1898
VILLANOVA,32,31.5,69,,23,52.25,0.435,8.5,23,0.37875,14.5,29.25,0.4875,0.51575,14.5,20,0.751,6.5,22.75,29.25,10.75,4.5,2.25,8.25,12.75,25.25,55.25,0.465,9.25,23.5,0.3855,16,31.75,0.5175,0.5485,8.5,10.75,0.775,5.75,21.75,27.5,14.5,4.5,2.75,8.75,15.5,,,,,108.425,107.875,63.45,0.4095,0.4345,0.55775,50.875,44.525,7.15,7.125,0.51575,11.75,23.25,0.29525,0.5485,12.725,76.75,0.1605
VIRGINIA,30,30,66.2,,24,53.4,0.4516,8.2,21,0.3788,15.8,32.4,0.483,0.5284,10,13.6,0.7336,4.2,19,23.2,12.2,6.6,4.6,9.4,17.4,26.6,54.8,0.4894,3.6,13.8,0.2424,23,41,0.5628,0.5216,13.8,18.4,0.7258,8,23.6,31.6,12.8,5.2,4.2,10,12.6,,,,,101.2,107.82,65.3,0.2566,0.392,0.5524,42.38,51.58,9.98,11.04,0.5284,13.54,15.32,0.188,0.5216,13.58,84.68,0.2588
VIRGINIA COMMONWEALTH,33,33,70.6,,23.8,58,0.4102,8.6,29.8,0.2826,15.2,28.2,0.534,0.4844,14.4,19,0.7518,11.8,22.8,34.6,12.2,6.8,4.8,10,19,22.8,58.6,0.3928,6.8,21.6,0.3162,16,37,0.4362,0.4516,14.8,19.8,0.7542,12,20.6,32.6,12.2,5.8,2.8,10.6,18.2,,,,,107.14,102.04,65.92,0.3472,0.5138,0.5278,51.72,50.74,10.32,12.96,0.4844,13.14,36.1,0.2616,0.4516,13.52,63.9,0.2582
VIRGINIA TECH,30,30,69.2,,25.4,56.2,0.4488,7.4,23.2,0.3234,18,33,0.5386,0.5156,11,15.8,0.6304,7,21.6,28.6,10.2,6.6,2.8,16,17.6,29,61.8,0.4746,7,22.4,0.3078,22,39.4,0.5642,0.5328,15.8,21,0.7568,9,23.6,32.6,15,9.6,2.8,11.6,13.6,,,,,93,110.08,68.42,0.272,0.419,0.538,46.38,39.4,9.08,7.38,0.5156,20.38,22.44,0.1872,0.5328,14.06,77.56,0.2504
VMI,32,32,71,,23.4,50.8,0.4636,7,23.8,0.291,16.4,27,0.6052,0.533,17.2,21.8,0.772,8,22.6,30.6,9.8,6.8,4.4,13.4,19.8,26.8,58.2,0.4606,8.4,22,0.3522,18.4,36.2,0.5104,0.5336,16,24.8,0.6512,10,20.6,30.6,13,8,1.8,9,18.8,,,,,104.62,114.98,67.78,0.434,0.4678,0.583,50,41.52,10,11.44,0.533,17.82,27.4,0.3418,0.5336,11.46,72.6,0.2722
WAGNER,28,28,55.4,,20,51.2,0.393,5.4,20,0.2876,14.6,31.2,0.4686,0.4482,10,14.6,0.617,9.4,20.4,29.8,10.6,6.2,1.6,9.8,14.4,19.2,47.8,0.402,7.4,21.6,0.3336,11.8,26.2,0.4502,0.4784,10.6,14.4,0.7218,5.8,22,27.8,10.2,6.6,3.2,9.8,15.2,,,,,95.1,96.3,58.58,0.2908,0.3954,0.4808,51.92,53.7,10.5,5.74,0.4482,14.48,30.16,0.2006,0.4784,14.92,69.84,0.2284
WAKE FOREST,30,30,67.4,,24,59.2,0.409,4.8,19.2,0.239,19.2,40,0.4782,0.4484,14.6,18.6,0.7828,8,23.6,31.6,9.2,6.8,3.8,9.8,15.4,24.4,56.8,0.429,8,24.8,0.3172,16.4,32,0.5152,0.4976,14.8,20,0.7348,8.6,26.2,34.8,12.6,5.8,4,12,17.8,,,,,96.84,102.7,69.78,0.3164,0.3204,0.4974,47.98,38.5,9.76,11.84,0.4484,12.6,23.24,0.248,0.4976,15.32,76.76,0.2684
WASHINGTON,29,29,67.4,,24.2,55.8,0.436,7.2,21.2,0.3414,17,34.6,0.492,0.5024,11.8,17,0.6494,6.4,20.2,26.6,13,5,3.4,11,18.4,29.4,58,0.5072,10,24.2,0.4126,19.4,33.8,0.574,0.5938,15.8,20.4,0.7766,8.8,25.2,34,17.2,7,2.2,8.6,15.8,,,,,99.32,124.8,66.38,0.306,0.3822,0.5294,44.06,54.5,7.36,9.94,0.5024,14.76,20.42,0.2118,0.5938,11.22,79.6,0.2782
